,noFace,Face,,Left eye,,Right eye ,,Left,Right,Up,Down,Face width:,,,,,,,,
capture_2020_07_24_18_01_42_011698,0,289,286,215,272,315,266,0,0,0,0,229,,0.445454545,0.653361345,0.34548336,0.658595642,0.502318393,0.669172932,0.529182879
capture_2020_07_24_18_01_42_011699,0,298,286,228,266,332,261,0,0,0,0,229,,0.459090909,0.653361345,0.366085578,0.644067797,0.528593509,0.656641604,0.529182879
capture_2020_07_24_18_01_42_011700,0,307,286,244,262,346,259,0,0,0,0,229,,0.472727273,0.653361345,0.391442155,0.634382567,0.550231839,0.651629073,0.529182879
capture_2020_07_24_18_01_42_011701,0,312,286,258,260,361,258,0,0,0,0,229,,0.48030303,0.653361345,0.41362916,0.629539952,0.573415765,0.649122807,0.529182879
capture_2020_07_24_18_01_42_011702,0,318,283,271,258,374,257,0,0,0,0,225,,0.489393939,0.647058824,0.434231379,0.624697337,0.593508501,0.646616541,0.513618677
capture_2020_07_24_18_01_42_011703,0,327,283,279,257,383,260,0,0,0,0,225,,0.503030303,0.647058824,0.446909667,0.622276029,0.607418856,0.654135338,0.513618677
capture_2020_07_24_18_01_42_011704,0,330,284,285,257,390,260,0,0,0,0,225,,0.507575758,0.649159664,0.456418384,0.622276029,0.618238022,0.654135338,0.513618677
capture_2020_07_24_18_01_42_011705,0,282,278,232,255,328,249,0,0,0,0,225,,0.434848485,0.636554622,0.372424723,0.617433414,0.522411128,0.626566416,0.513618677
capture_2020_07_24_18_01_42_011706,0,285,278,234,256,332,248,0,0,0,0,225,,0.439393939,0.636554622,0.375594295,0.619854722,0.528593509,0.62406015,0.513618677
capture_2020_07_24_18_01_42_011707,0,290,278,236,255,335,249,0,0,0,0,225,,0.446969697,0.636554622,0.378763867,0.617433414,0.533230294,0.626566416,0.513618677
capture_2020_07_24_18_01_42_011708,0,290,278,239,254,340,250,0,0,0,0,225,,0.446969697,0.636554622,0.383518225,0.615012107,0.540958269,0.629072682,0.513618677
capture_2020_07_24_18_01_42_011709,0,295,278,244,255,345,252,0,0,0,0,225,,0.454545455,0.636554622,0.391442155,0.617433414,0.548686244,0.634085213,0.513618677
capture_2020_07_24_18_01_42_011710,0,301,278,253,257,351,254,0,0,0,0,225,,0.463636364,0.636554622,0.40570523,0.622276029,0.557959815,0.639097744,0.513618677
capture_2020_07_24_18_01_42_011711,0,306,279,259,257,357,255,0,0,0,0,225,,0.471212121,0.638655462,0.415213946,0.622276029,0.567233385,0.64160401,0.513618677
capture_2020_07_24_18_01_42_011712,0,309,279,266,256,364,255,0,0,0,0,225,,0.475757576,0.638655462,0.426307448,0.619854722,0.57805255,0.64160401,0.513618677
capture_2020_07_24_18_01_42_011713,0,316,279,270,255,370,256,0,0,0,0,225,,0.486363636,0.638655462,0.432646593,0.617433414,0.587326121,0.644110276,0.513618677
capture_2020_07_24_18_01_42_011714,0,323,278,278,253,378,257,0,0,0,0,218,,0.496969697,0.636554622,0.445324881,0.612590799,0.599690881,0.646616541,0.486381323
capture_2020_07_24_18_01_42_011715,0,328,278,286,252,384,258,0,0,0,0,218,,0.504545455,0.636554622,0.45800317,0.610169492,0.608964451,0.649122807,0.486381323
capture_2020_07_24_18_01_42_011716,0,335,278,294,250,392,258,0,0,0,0,218,,0.515151515,0.636554622,0.470681458,0.605326877,0.621329212,0.649122807,0.486381323
capture_2020_07_24_18_01_42_011717,0,345,279,299,250,397,258,0,0,0,0,218,,0.53030303,0.638655462,0.478605388,0.605326877,0.629057187,0.649122807,0.486381323
capture_2020_07_24_18_01_42_011718,0,362,278,316,249,414,258,0,0,0,0,218,,0.556060606,0.636554622,0.505546751,0.602905569,0.655332303,0.649122807,0.486381323
capture_2020_07_24_18_01_42_011719,0,364,277,321,248,418,259,0,0,0,0,218,,0.559090909,0.634453782,0.513470681,0.600484262,0.661514683,0.651629073,0.486381323
capture_2020_07_24_18_01_42_011720,0,366,277,326,247,424,259,0,0,0,0,218,,0.562121212,0.634453782,0.521394612,0.598062954,0.670788253,0.651629073,0.486381323
capture_2020_07_24_18_01_42_011721,0,370,277,335,248,431,259,0,0,0,0,218,,0.568181818,0.634453782,0.535657686,0.600484262,0.681607419,0.651629073,0.486381323
capture_2020_07_24_18_01_42_011722,0,373,277,335,250,438,263,0,0,0,0,218,,0.572727273,0.634453782,0.535657686,0.605326877,0.692426584,0.661654135,0.486381323
capture_2020_07_24_18_01_42_011723,0,374,278,336,250,438,264,0,0,0,0,218,,0.574242424,0.636554622,0.537242472,0.605326877,0.692426584,0.664160401,0.486381323
capture_2020_07_24_18_01_42_011724,0,375,278,337,251,436,263,0,0,0,0,218,,0.575757576,0.636554622,0.538827258,0.607748184,0.689335394,0.661654135,0.486381323
capture_2020_07_24_18_01_42_011725,0,375,278,336,250,435,262,0,0,0,0,218,,0.575757576,0.636554622,0.537242472,0.605326877,0.687789799,0.65914787,0.486381323
capture_2020_07_24_18_01_42_011726,0,371,278,332,252,430,264,0,0,0,0,218,,0.56969697,0.636554622,0.530903328,0.610169492,0.680061824,0.664160401,0.486381323
capture_2020_07_24_18_01_42_011727,0,365,279,326,253,429,264,0,0,0,0,221,,0.560606061,0.638655462,0.521394612,0.612590799,0.678516229,0.664160401,0.498054475
capture_2020_07_24_18_01_42_011728,0,362,279,322,253,422,264,0,0,0,0,221,,0.556060606,0.638655462,0.515055468,0.612590799,0.667697063,0.664160401,0.498054475
capture_2020_07_24_18_01_42_011729,0,362,278,316,253,417,262,0,0,0,0,221,,0.556060606,0.636554622,0.505546751,0.612590799,0.659969088,0.65914787,0.498054475
capture_2020_07_24_18_01_42_011730,0,353,278,310,253,412,260,0,0,0,0,221,,0.542424242,0.636554622,0.496038035,0.612590799,0.652241113,0.654135338,0.498054475
capture_2020_07_24_18_01_42_011731,0,346,278,303,252,404,259,0,0,0,0,221,,0.531818182,0.636554622,0.484944532,0.610169492,0.639876352,0.651629073,0.498054475
capture_2020_07_24_18_01_42_011732,0,340,278,297,252,398,256,0,0,0,0,221,,0.522727273,0.636554622,0.475435816,0.610169492,0.630602782,0.644110276,0.498054475
capture_2020_07_24_18_01_42_011733,0,336,278,288,250,390,255,0,0,0,0,221,,0.516666667,0.636554622,0.461172742,0.605326877,0.618238022,0.64160401,0.498054475
capture_2020_07_24_18_01_42_011734,0,331,278,283,252,385,254,0,0,0,0,221,,0.509090909,0.636554622,0.453248811,0.610169492,0.610510046,0.639097744,0.498054475
capture_2020_07_24_18_01_42_011735,0,326,278,276,252,378,252,0,0,0,0,221,,0.501515152,0.636554622,0.442155309,0.610169492,0.599690881,0.634085213,0.498054475
capture_2020_07_24_18_01_42_011736,0,323,278,269,252,369,251,0,0,0,0,221,,0.496969697,0.636554622,0.431061807,0.610169492,0.585780526,0.631578947,0.498054475
capture_2020_07_24_18_01_42_011737,0,314,278,260,252,364,250,0,0,0,0,221,,0.483333333,0.636554622,0.416798732,0.610169492,0.57805255,0.629072682,0.498054475
capture_2020_07_24_18_01_42_011738,0,309,282,254,253,358,250,0,0,0,0,221,,0.475757576,0.644957983,0.407290016,0.612590799,0.56877898,0.629072682,0.498054475
capture_2020_07_24_18_01_42_011739,0,303,282,252,254,350,248,0,0,0,0,221,,0.466666667,0.644957983,0.404120444,0.615012107,0.556414219,0.62406015,0.498054475
capture_2020_07_24_18_01_42_011740,0,299,282,243,255,346,248,0,0,0,0,221,,0.460606061,0.644957983,0.389857369,0.617433414,0.550231839,0.62406015,0.498054475
capture_2020_07_24_18_01_42_011741,0,294,282,237,257,340,248,0,0,0,0,221,,0.453030303,0.644957983,0.380348653,0.622276029,0.540958269,0.62406015,0.498054475
capture_2020_07_24_18_01_42_011742,0,278,287,214,260,314,246,0,0,0,0,221,,0.428787879,0.655462185,0.343898574,0.629539952,0.500772798,0.619047619,0.498054475
capture_2020_07_24_18_01_42_011743,0,275,287,212,260,310,246,0,0,0,0,221,,0.424242424,0.655462185,0.340729002,0.629539952,0.494590417,0.619047619,0.498054475
capture_2020_07_24_18_01_42_011744,0,275,287,211,260,309,246,0,0,0,0,221,,0.424242424,0.655462185,0.339144216,0.629539952,0.493044822,0.619047619,0.498054475
capture_2020_07_24_18_01_42_011745,0,274,287,210,260,308,246,0,0,0,0,221,,0.422727273,0.655462185,0.337559429,0.629539952,0.491499227,0.619047619,0.498054475
capture_2020_07_24_18_01_42_011746,0,273,287,208,261,306,246,0,0,0,0,221,,0.421212121,0.655462185,0.334389857,0.631961259,0.488408037,0.619047619,0.498054475
capture_2020_07_24_18_01_42_011747,0,271,287,207,261,307,247,0,0,0,0,221,,0.418181818,0.655462185,0.332805071,0.631961259,0.489953632,0.621553885,0.498054475
capture_2020_07_24_18_01_42_011748,0,270,287,209,262,307,247,0,0,0,0,221,,0.416666667,0.655462185,0.335974643,0.634382567,0.489953632,0.621553885,0.498054475
capture_2020_07_24_18_01_42_011749,0,270,287,208,262,306,247,0,0,0,0,221,,0.416666667,0.655462185,0.334389857,0.634382567,0.488408037,0.621553885,0.498054475
capture_2020_07_24_18_01_42_011750,0,270,287,207,262,305,247,0,0,0,0,221,,0.416666667,0.655462185,0.332805071,0.634382567,0.486862442,0.621553885,0.498054475
capture_2020_07_24_18_01_42_011751,0,270,287,207,262,305,247,0,0,0,0,221,,0.416666667,0.655462185,0.332805071,0.634382567,0.486862442,0.621553885,0.498054475
capture_2020_07_24_18_01_42_011752,0,270,287,207,262,307,250,0,0,0,0,221,,0.416666667,0.655462185,0.332805071,0.634382567,0.489953632,0.629072682,0.498054475
capture_2020_07_24_18_01_42_011753,0,269,287,205,264,305,251,0,0,0,0,221,,0.415151515,0.655462185,0.329635499,0.639225182,0.486862442,0.631578947,0.498054475
capture_2020_07_24_18_01_42_011754,0,269,287,205,264,305,251,0,0,0,0,221,,0.415151515,0.655462185,0.329635499,0.639225182,0.486862442,0.631578947,0.498054475
capture_2020_07_24_18_01_42_011755,0,273,287,208,266,307,253,0,0,0,0,221,,0.421212121,0.655462185,0.334389857,0.644067797,0.489953632,0.636591479,0.498054475
capture_2020_07_24_18_01_42_011756,0,274,287,209,266,308,253,0,0,0,0,221,,0.422727273,0.655462185,0.335974643,0.644067797,0.491499227,0.636591479,0.498054475
capture_2020_07_24_18_01_42_011757,0,275,287,209,266,308,253,0,0,0,0,221,,0.424242424,0.655462185,0.335974643,0.644067797,0.491499227,0.636591479,0.498054475
capture_2020_07_24_18_01_42_011758,0,276,287,212,265,311,253,0,0,0,0,221,,0.425757576,0.655462185,0.340729002,0.641646489,0.496136012,0.636591479,0.498054475
capture_2020_07_24_18_01_42_011759,0,277,287,213,264,313,253,0,0,0,0,221,,0.427272727,0.655462185,0.342313788,0.639225182,0.499227202,0.636591479,0.498054475
capture_2020_07_24_18_01_42_011760,0,280,287,215,264,316,254,0,0,0,0,221,,0.431818182,0.655462185,0.34548336,0.639225182,0.503863988,0.639097744,0.498054475
capture_2020_07_24_18_01_42_011761,0,280,287,216,263,317,252,0,0,0,0,221,,0.431818182,0.655462185,0.347068146,0.636803874,0.505409583,0.634085213,0.498054475
capture_2020_07_24_18_01_42_011762,0,281,287,217,262,319,251,0,0,0,0,221,,0.433333333,0.655462185,0.348652932,0.634382567,0.508500773,0.631578947,0.498054475
capture_2020_07_24_18_01_42_011763,0,281,287,219,263,320,252,0,0,0,0,221,,0.433333333,0.655462185,0.351822504,0.636803874,0.510046368,0.634085213,0.498054475
capture_2020_07_24_18_01_42_011764,0,283,287,220,263,321,252,0,0,0,0,221,,0.436363636,0.655462185,0.35340729,0.636803874,0.511591963,0.634085213,0.498054475
capture_2020_07_24_18_01_42_011765,0,283,287,221,263,323,253,0,0,0,0,221,,0.436363636,0.655462185,0.354992076,0.636803874,0.514683153,0.636591479,0.498054475
capture_2020_07_24_18_01_42_011766,0,284,287,223,263,324,253,0,0,0,0,221,,0.437878788,0.655462185,0.358161648,0.636803874,0.516228748,0.636591479,0.498054475
capture_2020_07_24_18_01_42_011767,0,286,289,223,263,324,255,0,0,0,0,221,,0.440909091,0.659663866,0.358161648,0.636803874,0.516228748,0.64160401,0.498054475
capture_2020_07_24_18_01_42_011768,0,289,289,225,262,326,255,0,0,0,0,221,,0.445454545,0.659663866,0.36133122,0.634382567,0.519319938,0.64160401,0.498054475
capture_2020_07_24_18_01_42_011769,0,310,238,235,214,372,211,0,0,0,0,289,,0.477272727,0.552521008,0.377179081,0.518159806,0.590417311,0.531328321,0.762645914
capture_2020_07_24_18_01_42_012017,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012018,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012019,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012020,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012021,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012022,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012023,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012024,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012025,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012026,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012027,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012028,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012029,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012030,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012031,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012032,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012033,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012034,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012035,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012036,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012037,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012038,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012039,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012040,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012041,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012042,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012043,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012044,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012045,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012046,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012047,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012048,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012049,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012050,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012051,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012052,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012053,0,331,290,317,269,410,272,0,1,0,0,227,,0.509090909,0.661764706,0.507131537,0.651331719,0.649149923,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012054,0,331,290,324,268,410,269,0,1,0,0,227,,0.509090909,0.661764706,0.51822504,0.648910412,0.649149923,0.676691729,0.521400778
capture_2020_07_24_18_01_42_012055,0,331,290,324,263,413,268,0,1,0,0,227,,0.509090909,0.661764706,0.51822504,0.636803874,0.653786708,0.674185464,0.521400778
capture_2020_07_24_18_01_42_012056,0,331,290,324,262,413,268,0,1,0,0,227,,0.509090909,0.661764706,0.51822504,0.634382567,0.653786708,0.674185464,0.521400778
capture_2020_07_24_18_01_42_012057,0,331,290,324,264,412,271,0,1,0,0,227,,0.509090909,0.661764706,0.51822504,0.639225182,0.652241113,0.681704261,0.521400778
capture_2020_07_24_18_01_42_012058,0,331,290,324,264,412,271,0,1,0,0,227,,0.509090909,0.661764706,0.51822504,0.639225182,0.652241113,0.681704261,0.521400778
capture_2020_07_24_18_01_42_012059,0,331,290,324,264,412,271,0,1,0,0,227,,0.509090909,0.661764706,0.51822504,0.639225182,0.652241113,0.681704261,0.521400778
capture_2020_07_24_18_01_42_012060,0,331,290,324,264,404,272,0,1,0,0,227,,0.509090909,0.661764706,0.51822504,0.639225182,0.639876352,0.684210526,0.521400778
capture_2020_07_24_18_01_42_012061,0,325,290,317,265,399,273,0,1,0,0,227,,0.5,0.661764706,0.507131537,0.641646489,0.632148377,0.686716792,0.521400778
capture_2020_07_24_18_01_42_012062,0,315,290,315,265,398,273,0,1,0,0,227,,0.484848485,0.661764706,0.503961965,0.641646489,0.630602782,0.686716792,0.521400778
capture_2020_07_24_18_01_42_012063,0,311,290,311,265,395,273,0,1,0,0,227,,0.478787879,0.661764706,0.497622821,0.641646489,0.625965997,0.686716792,0.521400778
capture_2020_07_24_18_01_42_012064,0,308,290,307,266,391,271,0,1,0,0,227,,0.474242424,0.661764706,0.491283677,0.644067797,0.619783617,0.681704261,0.521400778
capture_2020_07_24_18_01_42_012065,0,308,290,307,266,388,271,0,1,0,0,227,,0.474242424,0.661764706,0.491283677,0.644067797,0.615146832,0.681704261,0.521400778
capture_2020_07_24_18_01_42_012066,0,308,290,305,266,387,270,0,1,0,0,227,,0.474242424,0.661764706,0.488114105,0.644067797,0.613601236,0.679197995,0.521400778
capture_2020_07_24_18_01_42_012067,0,308,290,305,266,387,270,0,1,0,0,227,,0.474242424,0.661764706,0.488114105,0.644067797,0.613601236,0.679197995,0.521400778
capture_2020_07_24_18_01_42_012068,0,308,290,305,266,387,270,0,1,0,0,227,,0.474242424,0.661764706,0.488114105,0.644067797,0.613601236,0.679197995,0.521400778
capture_2020_07_24_18_01_42_012069,0,308,290,305,269,390,271,0,1,0,0,227,,0.474242424,0.661764706,0.488114105,0.651331719,0.618238022,0.681704261,0.521400778
capture_2020_07_24_18_01_42_012070,0,308,290,310,271,391,271,0,1,0,0,227,,0.474242424,0.661764706,0.496038035,0.656174334,0.619783617,0.681704261,0.521400778
capture_2020_07_24_18_01_42_012071,0,308,290,310,271,391,271,0,1,0,0,227,,0.474242424,0.661764706,0.496038035,0.656174334,0.619783617,0.681704261,0.521400778
capture_2020_07_24_18_01_42_012072,0,322,295,312,273,394,274,0,1,0,0,212,,0.495454545,0.672268908,0.499207607,0.661016949,0.624420402,0.689223058,0.463035019
capture_2020_07_24_18_01_42_012073,0,322,295,312,273,394,274,0,1,0,0,212,,0.495454545,0.672268908,0.499207607,0.661016949,0.624420402,0.689223058,0.463035019
capture_2020_07_24_18_01_42_012074,0,322,295,312,273,394,274,0,1,0,0,212,,0.495454545,0.672268908,0.499207607,0.661016949,0.624420402,0.689223058,0.463035019
capture_2020_07_24_18_01_42_012075,0,322,295,310,270,392,272,0,1,0,0,212,,0.495454545,0.672268908,0.496038035,0.653753027,0.621329212,0.684210526,0.463035019
capture_2020_07_24_18_01_42_012076,0,322,295,306,269,392,270,0,1,0,0,212,,0.495454545,0.672268908,0.489698891,0.651331719,0.621329212,0.679197995,0.463035019
capture_2020_07_24_18_01_42_012077,0,322,295,304,269,391,269,0,1,0,0,212,,0.495454545,0.672268908,0.486529319,0.651331719,0.619783617,0.676691729,0.463035019
capture_2020_07_24_18_01_42_012078,0,322,295,301,270,389,269,0,1,0,0,212,,0.495454545,0.672268908,0.48177496,0.653753027,0.616692427,0.676691729,0.463035019
capture_2020_07_24_18_01_42_012079,0,318,295,298,271,387,271,0,1,0,0,212,,0.489393939,0.672268908,0.477020602,0.656174334,0.613601236,0.681704261,0.463035019
capture_2020_07_24_18_01_42_012080,0,310,295,296,274,383,272,0,1,0,0,212,,0.477272727,0.672268908,0.47385103,0.663438257,0.607418856,0.684210526,0.463035019
capture_2020_07_24_18_01_42_012081,0,309,295,294,276,381,272,0,1,0,0,212,,0.475757576,0.672268908,0.470681458,0.668280872,0.604327666,0.684210526,0.463035019
capture_2020_07_24_18_01_42_012082,0,308,295,289,276,381,272,0,1,0,0,212,,0.474242424,0.672268908,0.462757528,0.668280872,0.604327666,0.684210526,0.463035019
capture_2020_07_24_18_01_42_012083,0,308,295,285,276,374,272,0,1,0,0,212,,0.474242424,0.672268908,0.456418384,0.668280872,0.593508501,0.684210526,0.463035019
capture_2020_07_24_18_01_42_012084,0,304,295,281,276,371,272,0,1,0,0,212,,0.468181818,0.672268908,0.450079239,0.668280872,0.588871716,0.684210526,0.463035019
capture_2020_07_24_18_01_42_012085,0,304,295,274,278,364,273,0,1,0,0,212,,0.468181818,0.672268908,0.438985737,0.673123487,0.57805255,0.686716792,0.463035019
capture_2020_07_24_18_01_42_012086,0,304,295,271,280,362,273,0,1,0,0,212,,0.468181818,0.672268908,0.434231379,0.677966102,0.57496136,0.686716792,0.463035019
capture_2020_07_24_18_01_42_012087,0,304,295,266,280,358,273,0,0,0,0,212,,0.468181818,0.672268908,0.426307448,0.677966102,0.56877898,0.686716792,0.463035019
capture_2020_07_24_18_01_42_012088,0,298,295,260,281,355,273,0,0,0,0,212,,0.459090909,0.672268908,0.416798732,0.680387409,0.564142195,0.686716792,0.463035019
capture_2020_07_24_18_01_42_012089,0,291,295,255,282,349,273,0,0,0,0,212,,0.448484848,0.672268908,0.408874802,0.682808717,0.554868624,0.686716792,0.463035019
capture_2020_07_24_18_01_42_012090,0,289,295,255,283,348,273,0,0,0,0,212,,0.445454545,0.672268908,0.408874802,0.685230024,0.553323029,0.686716792,0.463035019
capture_2020_07_24_18_01_42_012091,0,289,295,254,283,348,273,0,0,0,0,212,,0.445454545,0.672268908,0.407290016,0.685230024,0.553323029,0.686716792,0.463035019
capture_2020_07_24_18_01_42_012092,0,289,295,257,282,349,274,0,0,0,0,212,,0.445454545,0.672268908,0.412044374,0.682808717,0.554868624,0.689223058,0.463035019
capture_2020_07_24_18_01_42_012093,0,289,295,269,282,358,275,0,0,0,0,212,,0.445454545,0.672268908,0.431061807,0.682808717,0.56877898,0.691729323,0.463035019
capture_2020_07_24_18_01_42_012094,0,308,295,282,284,369,279,0,1,0,0,212,,0.474242424,0.672268908,0.451664025,0.687651332,0.585780526,0.701754386,0.463035019
capture_2020_07_24_18_01_42_012095,0,312,295,300,283,381,284,0,1,0,0,212,,0.48030303,0.672268908,0.480190174,0.685230024,0.604327666,0.714285714,0.463035019
capture_2020_07_24_18_01_42_012096,0,329,295,330,282,390,284,0,1,0,0,212,,0.506060606,0.672268908,0.527733756,0.682808717,0.618238022,0.714285714,0.463035019
capture_2020_07_24_18_01_42_012097,0,346,295,353,282,402,284,0,1,0,0,212,,0.531818182,0.672268908,0.564183835,0.682808717,0.636785162,0.714285714,0.463035019
capture_2020_07_24_18_01_42_012098,0,358,306,372,284,414,287,0,1,0,0,202,,0.55,0.695378151,0.59429477,0.687651332,0.655332303,0.721804511,0.424124514
capture_2020_07_24_18_01_42_012099,0,377,306,381,291,420,296,0,1,0,0,202,,0.578787879,0.695378151,0.608557845,0.704600484,0.664605873,0.744360902,0.424124514
capture_2020_07_24_18_01_42_012100,0,387,313,396,296,422,297,0,1,0,0,202,,0.593939394,0.710084034,0.632329635,0.716707022,0.667697063,0.746867168,0.424124514
capture_2020_07_24_18_01_42_012101,0,387,313,401,298,426,301,0,1,0,0,202,,0.593939394,0.710084034,0.640253566,0.721549637,0.673879444,0.756892231,0.424124514
capture_2020_07_24_18_01_42_012102,0,387,313,407,300,428,307,0,1,0,0,202,,0.593939394,0.710084034,0.649762282,0.726392252,0.676970634,0.771929825,0.424124514
capture_2020_07_24_18_01_42_012103,0,391,313,419,308,442,319,0,1,0,0,202,,0.6,0.710084034,0.668779715,0.745762712,0.698608964,0.802005013,0.424124514
capture_2020_07_24_18_01_42_012104,0,391,313,419,308,442,319,0,1,0,0,202,,0.6,0.710084034,0.668779715,0.745762712,0.698608964,0.802005013,0.424124514
capture_2020_07_24_18_01_42_012105,0,391,319,419,308,442,319,0,1,0,0,202,,0.6,0.722689076,0.668779715,0.745762712,0.698608964,0.802005013,0.424124514
capture_2020_07_24_18_01_42_012106,0,391,319,419,308,442,319,0,1,0,0,202,,0.6,0.722689076,0.668779715,0.745762712,0.698608964,0.802005013,0.424124514
