,eyeClosed,Center Up,,Center,,Center Down,,Left Point,,Right Point,,Left,Right,Up,Down,Eye width:
capture_2020_04_17_11_39_49_7629_left,0,48,38,50,60,52,82,13,62,89,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7629_right,0,51,31,51,62,53,84,13,60,91,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7630_left,0,46,35,52,60,52,83,10,63,92,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7630_right,0,50,38,50,60,52,83,15,58,94,63,0,0,0,0,100
capture_2020_04_17_11_39_49_7631_left,0,43,36,49,56,49,78,10,62,88,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7631_right,0,45,37,49,63,51,86,12,63,92,63,0,0,0,0,100
capture_2020_04_17_11_39_49_7632_left,0,46,30,50,54,50,76,8,58,90,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7632_right,0,51,31,49,57,47,78,10,55,90,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7633_left,0,43,32,45,56,47,76,8,56,86,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7633_right,0,51,29,51,57,49,80,8,55,92,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7634_left,0,44,31,46,56,48,77,6,60,90,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7634_right,0,46,32,50,58,54,81,10,58,92,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7635_left,0,47,34,51,55,53,75,8,57,89,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7635_right,0,47,32,51,57,51,79,9,58,92,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7636_left,0,44,35,47,58,47,78,9,60,89,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7636_right,0,49,33,47,57,49,78,11,54,89,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7637_left,0,44,37,47,61,49,80,5,63,93,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7637_right,0,49,31,49,57,49,76,9,56,93,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7638_left,0,43,38,46,62,46,82,5,60,88,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7638_right,0,47,30,47,55,45,77,7,54,89,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7639_left,0,46,39,46,64,47,80,5,61,86,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7639_right,0,46,37,48,58,48,77,9,56,89,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7640_left,0,44,44,46,65,47,82,4,63,84,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7640_right,0,47,37,47,61,51,82,12,56,86,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7641_left,0,44,39,49,61,47,78,8,59,86,59,0,0,0,0,100
capture_2020_04_17_11_39_49_7641_right,0,52,38,50,60,48,82,8,55,90,60,0,0,0,0,100
capture_2020_04_17_11_39_49_7642_left,0,48,37,49,60,49,81,11,55,90,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7642_right,0,54,44,48,63,48,82,8,53,92,63,0,0,0,0,100
capture_2020_04_17_11_39_49_7643_left,0,49,37,51,63,52,79,7,55,92,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7643_right,0,48,44,48,62,50,82,6,62,92,62,0,0,0,0,100
capture_2020_04_17_11_39_49_7644_left,0,48,40,56,60,54,83,8,52,94,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7644_right,0,50,40,50,62,50,83,6,65,92,59,0,0,0,0,100
capture_2020_04_17_11_39_49_7645_left,0,48,29,52,57,54,77,8,51,95,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7645_right,0,52,39,52,63,50,81,5,58,97,59,0,0,0,0,100
capture_2020_04_17_11_39_49_7646_left,0,52,41,56,59,53,80,6,52,97,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7646_right,0,52,41,52,63,53,84,9,58,94,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7647_left,0,49,30,54,53,54,80,9,45,95,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7647_right,0,55,35,54,60,54,78,12,54,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7648_left,0,55,32,55,55,55,75,9,48,95,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7648_right,0,55,40,53,62,53,82,9,55,94,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7649_left,0,52,33,57,53,51,71,8,45,94,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7649_right,0,52,40,51,58,52,83,6,57,97,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7650_left,0,48,29,52,52,50,76,6,44,95,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7650_right,0,54,31,54,55,52,80,11,55,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7651_left,0,52,21,56,50,55,74,9,42,94,39,0,0,0,0,100
capture_2020_04_17_11_39_49_7651_right,0,55,26,53,52,53,74,8,53,92,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7652_left,0,49,24,54,54,51,75,6,42,94,42,0,0,0,0,100
capture_2020_04_17_11_39_49_7652_right,0,54,31,52,54,51,76,6,56,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7653_left,0,54,25,54,51,52,72,9,46,96,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7653_right,0,54,32,54,57,54,78,7,50,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7654_left,0,50,28,53,48,53,72,6,42,97,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7654_right,0,58,31,54,54,55,75,9,53,97,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7655_left,0,57,22,52,49,54,71,4,39,97,45,0,0,0,0,100
capture_2020_04_17_11_39_49_7655_right,0,57,29,54,54,55,75,9,54,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7656_left,0,51,26,52,48,52,71,7,42,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7656_right,0,54,29,54,52,54,72,7,55,94,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7657_left,0,51,23,51,47,52,70,7,39,96,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7657_right,0,56,29,56,53,54,71,6,53,94,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7658_left,0,53,24,51,46,51,68,7,38,94,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7658_right,0,54,28,54,52,55,75,7,55,96,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7659_left,0,50,17,51,45,54,66,4,38,96,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7659_right,0,56,23,55,48,55,68,7,51,94,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7660_left,0,46,17,53,43,53,64,7,36,93,39,0,0,0,0,100
capture_2020_04_17_11_39_49_7660_right,0,56,19,56,50,54,72,11,50,96,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7661_left,0,44,28,53,52,51,74,5,42,95,42,0,0,0,0,100
capture_2020_04_17_11_39_49_7661_right,0,53,26,52,51,53,68,9,51,95,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7662_left,0,49,29,51,52,51,73,8,41,93,44,0,0,0,0,100
capture_2020_04_17_11_39_49_7662_right,0,51,29,50,50,50,70,7,49,93,43,0,0,0,0,100
capture_2020_04_17_11_39_49_7663_left,0,47,30,48,50,49,69,7,42,94,42,0,0,0,0,100
capture_2020_04_17_11_39_49_7663_right,0,51,27,48,50,49,67,7,48,95,40,0,0,0,0,100
capture_2020_04_17_11_39_49_7664_left,0,45,29,47,53,46,73,5,40,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7664_right,0,49,31,48,54,48,77,5,51,96,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7665_left,0,45,33,51,55,51,75,9,47,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7665_right,0,53,32,50,57,50,75,8,55,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7666_left,0,45,31,51,57,52,74,5,46,96,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7666_right,0,51,37,53,56,51,75,6,58,98,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7667_left,0,47,32,50,55,50,74,6,43,97,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7667_right,0,53,33,50,55,50,74,5,56,98,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7668_left,0,49,33,53,54,51,74,5,47,97,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7668_right,0,57,33,53,54,52,76,5,53,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7669_left,0,48,33,55,52,52,70,5,46,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7669_right,0,54,31,54,56,56,82,9,55,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7697_right,0,53,25,51,53,51,75,5,47,96,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7698_left,0,45,24,53,48,51,75,5,47,97,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7698_right,0,53,27,54,56,51,75,5,47,96,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7699_left,0,49,26,51,47,51,72,4,44,97,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7699_right,0,57,34,56,56,57,75,4,44,97,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7700_left,0,50,24,54,48,53,71,3,44,97,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7700_right,0,53,29,51,53,53,72,6,48,97,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7701_left,0,46,22,50,48,53,67,6,43,96,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7701_right,0,57,29,53,53,56,76,6,52,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7702_left,0,50,24,53,48,53,68,6,47,97,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7702_right,0,53,28,52,56,53,73,8,52,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7703_left,0,46,29,53,51,51,71,3,46,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7703_right,0,52,32,51,54,51,71,8,53,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7704_left,0,49,32,50,51,50,70,5,48,97,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7704_right,0,51,31,51,54,51,69,6,53,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7705_left,0,47,32,51,51,51,67,6,44,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7705_right,0,52,32,53,54,54,71,9,54,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7706_left,0,46,27,52,51,52,71,6,47,96,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7706_right,0,53,29,52,55,52,78,9,54,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7707_left,0,46,26,53,50,53,72,5,47,97,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7707_right,0,51,29,51,54,51,72,6,55,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7708_left,0,47,31,51,50,52,71,4,45,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7708_right,0,50,29,50,54,51,73,5,53,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7709_left,0,46,27,51,50,52,73,5,44,95,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7709_right,0,51,31,51,53,53,71,9,53,94,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7710_left,0,46,28,50,51,49,74,6,46,95,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7710_right,0,48,32,49,53,47,71,5,52,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7711_left,0,46,28,51,53,48,72,5,46,95,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7711_right,0,52,31,49,53,49,69,8,53,94,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7712_left,0,46,29,53,53,50,74,6,46,95,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7712_right,0,51,26,48,55,48,77,8,54,96,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7713_left,0,47,30,49,52,50,72,5,47,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7713_right,0,53,32,48,54,48,72,6,56,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7714_left,0,47,32,50,52,51,71,4,49,96,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7714_right,0,52,30,49,53,51,72,5,53,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7715_left,0,47,30,50,52,50,72,8,47,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7715_right,0,51,32,51,54,51,72,3,54,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7716_left,0,47,27,51,52,51,76,4,47,97,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7716_right,0,52,29,52,53,51,76,5,54,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7717_left,0,45,31,51,51,51,74,5,49,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7717_right,0,47,30,51,54,51,71,1,58,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7718_left,0,47,31,54,50,51,72,5,47,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7718_right,0,53,29,49,55,52,78,6,53,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7719_left,0,46,26,53,51,50,76,4,49,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7719_right,0,52,31,48,55,51,76,5,53,95,50,0,0,0,0,100
capture_2020_05_06_13_35_00_1625_left,0,46,35,56,54,56,74,6,61,94,50,0,0,0,0,100
capture_2020_05_06_13_35_00_1625_right,0,59,34,59,58,59,77,9,60,96,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1626_left,0,45,28,51,54,55,72,6,56,91,48,0,0,0,0,100
capture_2020_05_06_13_35_00_1626_right,0,53,32,53,58,55,87,8,60,96,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1627_left,0,49,30,53,55,53,79,6,57,94,51,0,0,0,0,100
capture_2020_05_06_13_35_00_1627_right,0,51,35,53,59,55,78,8,61,96,56,0,0,0,0,100
capture_2020_05_06_13_35_00_1628_left,0,49,34,53,53,55,75,6,57,94,53,0,0,0,0,100
capture_2020_05_06_13_35_00_1628_right,0,54,38,54,58,56,79,7,62,96,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1629_left,0,47,37,53,56,55,75,8,58,94,54,0,0,0,0,100
capture_2020_05_06_13_35_00_1629_right,0,53,34,53,62,51,79,8,64,92,57,0,0,0,0,100
capture_2020_05_06_13_35_00_1630_left,0,45,32,51,53,51,77,4,57,92,49,0,0,0,0,100
capture_2020_05_06_13_35_00_1630_right,0,53,32,53,58,53,79,11,58,94,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1631_left,0,49,30,51,53,51,72,8,55,91,49,0,0,0,0,100
capture_2020_05_06_13_35_00_1631_right,0,52,28,52,57,52,81,8,55,94,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1632_left,0,45,31,51,54,51,77,8,58,94,52,0,0,0,0,100
capture_2020_05_06_13_35_00_1632_right,0,51,32,51,57,53,79,11,60,94,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1633_left,0,47,28,51,51,51,77,9,55,94,49,0,0,0,0,100
capture_2020_05_06_13_35_00_1633_right,0,51,33,53,54,53,75,9,60,94,52,0,0,0,0,100
capture_2020_05_06_13_35_00_1634_left,0,44,30,50,51,50,74,8,55,94,47,0,0,0,0,100
capture_2020_05_06_13_35_00_1634_right,0,53,26,49,57,53,77,9,58,96,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1635_left,0,46,26,48,51,52,75,4,55,94,51,0,0,0,0,100
capture_2020_05_06_13_35_00_1635_right,0,51,30,51,55,53,77,9,58,92,53,0,0,0,0,100
capture_2020_05_06_13_35_00_1636_left,0,47,30,49,49,51,72,8,53,92,47,0,0,0,0,100
capture_2020_05_06_13_35_00_1636_right,0,47,34,49,55,51,72,9,57,94,53,0,0,0,0,100
capture_2020_05_06_13_35_00_1637_left,0,46,32,50,51,50,70,4,55,94,49,0,0,0,0,100
capture_2020_05_06_13_35_00_1637_right,0,51,30,47,57,53,77,13,57,94,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1638_left,0,42,30,50,53,52,74,8,55,92,49,0,0,0,0,100
capture_2020_05_06_13_35_00_1638_right,0,45,34,51,55,55,72,9,57,92,51,0,0,0,0,100
capture_2020_05_06_13_35_00_1639_left,0,42,34,51,55,51,70,9,55,89,47,0,0,0,0,100
capture_2020_05_06_13_35_00_1639_right,0,49,34,51,57,53,74,13,58,94,51,0,0,0,0,100
capture_2020_05_06_13_35_00_1640_left,0,40,32,47,55,51,75,9,57,87,47,0,0,0,0,100
capture_2020_05_06_13_35_00_1640_right,0,45,32,47,55,51,75,9,57,91,57,0,0,0,0,100
capture_2020_05_06_13_35_00_1641_left,0,46,33,50,52,50,70,13,56,89,46,0,0,0,0,100
capture_2020_05_06_13_35_00_1641_right,0,42,38,47,57,51,70,13,58,91,51,0,0,0,0,100
capture_2020_05_06_13_35_00_1642_left,0,42,36,51,53,53,72,13,58,91,49,0,0,0,0,100
capture_2020_05_06_13_35_00_1642_right,0,48,35,50,56,52,78,13,57,94,56,0,0,0,0,100
capture_2020_05_06_13_35_00_1643_left,0,45,34,51,53,51,75,9,58,92,55,0,0,0,0,100
capture_2020_05_06_13_35_00_1643_right,0,46,35,50,59,52,76,9,59,93,54,0,0,0,0,100
capture_2020_05_06_13_35_00_1644_left,0,44,26,50,52,52,76,9,59,94,48,0,0,0,0,100
capture_2020_05_06_13_35_00_1644_right,0,46,33,50,56,52,76,9,59,94,54,0,0,0,0,100
capture_2020_05_06_13_35_00_1645_left,0,46,33,50,52,52,72,7,57,94,52,0,0,0,0,100
capture_2020_05_06_13_35_00_1645_right,0,50,31,50,56,52,76,11,57,94,54,0,0,0,0,100
capture_2020_05_06_13_35_00_1646_left,0,46,28,50,48,50,70,7,54,93,48,0,0,0,0,100
capture_2020_05_06_13_35_00_1646_right,0,52,28,54,54,54,72,11,57,94,52,0,0,0,0,100
capture_2020_05_06_13_35_00_1647_left,0,48,27,54,49,56,69,7,53,93,47,0,0,0,0,100
capture_2020_05_06_13_35_00_1647_right,0,50,27,52,53,56,73,11,53,94,49,0,0,0,0,100
capture_2020_05_06_13_35_00_1648_left,0,47,29,51,49,53,67,9,49,95,44,0,0,0,0,100
capture_2020_05_06_13_35_00_1648_right,0,53,30,56,52,56,72,15,52,95,48,0,0,0,0,100
capture_2020_05_06_13_35_00_1649_left,0,50,26,52,46,54,69,15,48,91,39,0,0,0,0,100
capture_2020_05_06_13_35_00_1649_right,0,50,29,54,49,56,64,17,51,94,45,0,0,0,0,100
capture_2020_05_25_14_51_35_294_left,0,49,41,50,56,48,78,10,62,86,60,0,0,0,0,100
capture_2020_05_25_14_51_35_294_right,0,49,35,46,52,47,75,10,59,90,57,0,0,0,0,100
capture_2020_05_25_14_51_35_295_left,0,49,35,50,53,47,78,5,59,91,61,0,0,0,0,100
capture_2020_05_25_14_51_35_295_right,0,49,33,44,50,47,78,5,59,91,61,0,0,0,0,100
capture_2020_05_25_14_51_35_296_left,0,51,32,52,51,49,77,2,57,93,60,0,0,0,0,100
capture_2020_05_25_14_51_35_296_right,0,50,29,47,49,44,75,6,59,93,60,0,0,0,0,100
capture_2020_05_25_14_51_35_297_left,0,48,30,53,50,49,75,3,58,93,58,0,0,0,0,100
capture_2020_05_25_14_51_35_297_right,0,50,30,48,49,46,75,11,57,93,58,0,0,0,0,100
capture_2020_05_25_14_51_35_298_left,0,51,33,54,48,49,70,6,54,94,54,0,0,0,0,100
capture_2020_05_25_14_51_35_298_right,0,51,32,50,49,49,70,14,57,91,56,0,0,0,0,100
capture_2020_05_25_14_51_35_299_left,0,51,29,53,44,52,67,8,53,92,52,0,0,0,0,100
capture_2020_05_25_14_51_35_299_right,0,51,29,49,49,52,70,13,55,90,54,0,0,0,0,100
capture_2020_05_25_14_51_35_300_left,0,57,26,60,51,56,79,15,57,95,55,0,0,0,0,100
capture_2020_05_25_14_51_35_300_right,0,46,28,42,50,46,78,6,57,92,56,0,0,0,0,100
capture_2020_05_25_14_51_35_301_left,0,46,22,47,40,46,73,3,54,94,53,0,0,1,0,100
capture_2020_05_25_14_51_35_301_right,0,45,24,35,43,41,76,6,52,93,55,1,0,1,0,100
capture_2020_05_25_14_51_35_302_left,0,46,27,41,47,43,80,3,60,93,58,1,0,1,0,100
capture_2020_05_25_14_51_35_302_right,0,41,32,33,53,37,84,2,65,91,70,1,0,1,0,100
capture_2020_05_25_14_51_35_303_left,0,32,18,31,41,32,73,1,49,77,58,1,0,1,0,100
capture_2020_05_25_14_51_35_303_right,0,31,23,27,44,29,75,1,56,75,62,1,0,1,0,100
capture_2020_05_25_14_51_35_304_left,0,49,20,48,42,48,71,14,52,94,53,1,0,1,0,100
capture_2020_05_25_14_51_35_304_right,0,49,27,44,47,45,75,14,56,89,62,1,0,1,0,100
capture_2020_05_25_14_51_35_305_left,0,44,22,43,40,43,74,7,57,85,56,1,0,1,0,100
capture_2020_05_25_14_51_35_305_right,0,52,21,46,41,44,70,14,50,88,61,1,0,1,0,100
capture_2020_05_25_14_51_35_306_left,0,40,22,41,44,42,76,7,64,86,62,1,0,1,0,100
capture_2020_05_25_14_51_35_306_right,0,49,21,44,44,41,72,8,54,89,66,0,0,1,0,100
capture_2020_05_25_14_51_35_307_left,0,45,19,44,41,45,68,7,61,87,52,0,0,1,0,100
capture_2020_05_25_14_51_35_307_right,0,46,19,45,38,43,66,12,52,89,67,0,0,1,0,100
capture_2020_05_25_14_51_35_308_left,0,51,17,51,39,51,66,9,60,91,50,0,0,1,0,100
capture_2020_05_25_14_51_35_308_right,0,53,18,48,39,45,62,13,49,87,64,0,0,1,0,100
capture_2020_05_25_14_51_35_309_left,0,56,19,53,39,53,66,18,62,92,56,0,0,1,0,100
capture_2020_05_25_14_51_35_309_right,0,50,18,47,39,46,61,16,49,83,62,0,0,1,0,100
capture_2020_05_25_14_51_35_310_left,0,53,17,53,39,52,59,19,61,93,53,0,0,1,0,100
capture_2020_05_25_14_51_35_310_right,0,45,17,46,38,43,60,16,48,84,62,0,0,1,0,100
capture_2020_05_25_14_51_35_311_left,0,58,14,58,36,56,60,20,59,90,51,0,0,1,0,100
capture_2020_05_25_14_51_35_311_right,0,52,17,50,37,47,58,17,49,84,59,0,0,1,0,100
capture_2020_05_25_14_51_35_312_left,0,59,14,60,35,58,57,24,60,95,52,0,0,1,0,100
capture_2020_05_25_14_51_35_312_right,0,50,16,50,37,48,58,18,49,87,58,0,0,1,0,100
capture_2020_05_25_14_51_35_313_left,0,57,13,58,35,57,57,25,55,94,51,0,0,1,0,100
capture_2020_05_25_14_51_35_313_right,0,55,16,51,35,55,60,21,45,89,62,0,0,1,0,100
capture_2020_05_25_14_51_35_314_left,0,60,15,59,37,58,59,20,57,94,52,0,0,1,0,100
capture_2020_05_25_14_51_35_314_right,0,53,15,51,35,51,58,20,45,87,61,0,0,1,0,100
capture_2020_05_25_14_51_35_315_left,0,57,17,58,37,56,57,19,59,96,52,0,0,1,0,100
capture_2020_05_25_14_51_35_315_right,0,54,15,51,35,47,55,18,45,91,61,0,0,1,0,100
capture_2020_05_25_14_51_35_316_left,0,55,14,55,35,53,56,18,57,91,52,0,0,1,0,100
capture_2020_05_25_14_51_35_316_right,0,50,15,49,36,47,56,19,47,90,60,0,0,1,0,100
capture_2020_05_25_14_51_35_317_left,0,55,14,55,36,53,57,18,57,92,51,0,0,1,0,100
capture_2020_05_25_14_51_35_317_right,0,52,15,50,37,47,56,19,46,88,62,0,0,1,0,100
capture_2020_05_25_14_51_35_318_left,0,52,15,53,36,52,55,15,59,90,50,0,0,1,0,100
capture_2020_05_25_14_51_35_318_right,0,50,16,49,36,47,55,17,47,86,57,0,0,1,0,100
capture_2020_05_25_14_51_35_319_left,0,50,16,50,35,49,57,16,58,89,51,0,0,1,0,100
capture_2020_05_25_14_51_35_319_right,0,48,15,47,35,45,54,15,46,89,60,0,0,1,0,100
capture_2020_05_25_14_51_35_320_left,0,47,17,47,37,46,56,14,56,85,53,0,0,1,0,100
capture_2020_05_25_14_51_35_320_right,0,47,15,45,33,42,52,13,46,84,62,0,0,1,0,100
capture_2020_05_25_14_51_35_321_left,0,45,17,46,37,44,57,9,60,85,52,0,0,1,0,100
capture_2020_05_25_14_51_35_321_right,0,48,14,45,33,44,57,13,44,84,60,0,0,1,0,100
capture_2020_05_25_14_51_35_322_left,0,45,17,45,36,44,56,9,56,83,49,0,0,1,0,100
capture_2020_05_25_14_51_35_322_right,0,45,15,44,32,41,53,12,45,81,59,0,0,1,0,100
capture_2020_05_25_14_51_35_323_left,0,40,18,43,38,41,59,6,62,81,51,0,0,1,0,100
capture_2020_05_25_14_51_35_323_right,0,46,13,43,34,41,56,9,46,81,61,0,0,1,0,100
capture_2020_05_25_14_51_35_324_left,0,42,15,43,37,42,58,5,62,80,52,0,0,1,0,100
capture_2020_05_25_14_51_35_324_right,0,43,14,42,34,39,55,9,45,80,61,0,0,1,0,100
capture_2020_05_25_14_51_35_325_left,0,42,15,42,36,41,55,7,57,78,52,0,0,1,0,100
capture_2020_05_25_14_51_35_325_right,0,43,12,41,32,38,52,8,45,78,59,0,0,1,0,100
capture_2020_05_25_14_51_35_326_left,0,41,17,41,36,39,57,6,60,80,52,0,0,1,0,100
capture_2020_05_25_14_51_35_326_right,0,42,13,41,34,38,54,7,45,80,63,0,0,1,0,100
capture_2020_05_25_14_51_35_327_left,0,40,18,42,37,41,56,7,60,78,52,0,0,1,0,100
capture_2020_05_25_14_51_35_327_right,0,43,13,40,33,38,54,7,44,77,58,0,0,1,0,100
capture_2020_05_25_14_51_35_328_left,0,40,17,41,37,39,56,3,57,80,50,0,0,1,0,100
capture_2020_05_25_14_51_35_328_right,0,41,15,40,33,36,52,5,44,78,58,0,0,1,0,100
capture_2020_05_25_14_51_35_329_left,0,36,19,38,38,36,59,2,60,74,53,0,0,1,0,100
capture_2020_05_25_14_51_35_329_right,0,39,17,37,35,36,56,6,46,80,64,0,0,1,0,100
capture_2020_05_25_14_51_35_330_left,0,35,20,38,38,37,58,1,64,76,52,0,0,1,0,100
capture_2020_05_25_14_51_35_330_right,0,42,16,39,35,36,55,6,45,77,60,0,0,1,0,100
capture_2020_05_25_14_51_35_331_left,0,37,19,37,38,35,57,2,58,75,54,0,0,1,0,100
capture_2020_05_25_14_51_35_331_right,0,39,14,37,35,34,55,5,46,73,61,0,0,1,0,100
capture_2020_05_25_14_51_35_332_left,0,34,18,35,39,34,59,1,58,74,52,0,0,1,0,100
capture_2020_05_25_14_51_35_332_right,0,37,16,35,35,33,54,5,46,75,62,0,0,1,0,100
capture_2020_05_25_14_51_35_333_left,0,33,19,34,39,32,60,1,59,72,53,0,0,1,0,100
capture_2020_05_25_14_51_35_333_right,0,39,14,35,34,32,55,3,45,72,62,0,0,1,0,100
capture_2020_05_25_14_51_35_334_left,0,32,20,33,39,31,61,2,57,71,53,0,0,1,0,100
capture_2020_05_25_14_51_35_334_right,0,36,13,34,35,32,55,2,45,73,61,0,0,1,0,100
capture_2020_05_25_14_51_35_335_left,0,32,19,34,42,32,64,1,61,71,54,0,0,1,0,100
capture_2020_05_25_14_51_35_335_right,0,40,12,32,34,30,57,1,46,70,57,0,0,1,0,100
capture_2020_05_25_14_51_35_336_left,0,31,19,33,42,32,64,1,61,72,56,0,0,1,0,100
capture_2020_05_25_14_51_35_336_right,0,38,14,35,37,30,59,3,51,69,60,0,0,1,0,100
capture_2020_05_25_14_51_35_337_left,0,28,19,29,40,30,61,0,58,69,55,0,0,1,0,100
